id,giver_id,receiver_id,given_at,week_number,year,month,created_at
000b6c9c-8302-4cc6-b7c0-1177ff3b6cfa,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,20a53315-0f65-445e-a2ec-c975192489ab,2024-11-25 00:00:00+00,48,2025,8,2025-08-28 15:06:57.367351+00
0028c50a-cbeb-4a00-b8e6-aa6b5bcaeb6f,aa672f22-7c0c-416a-8b6f-39bc778ebcea,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2025-02-10 00:00:00+00,7,2025,8,2025-08-28 15:15:06.140053+00
0077ad2b-714f-49d4-9968-272872013e42,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,d22c96f8-d4c3-42d3-9368-925fec3016c9,2025-03-10 00:00:00+00,11,2025,8,2025-08-28 15:15:06.140053+00
0082ccc0-cc27-4d30-ab49-02b4d70c1c47,3eea9883-b781-464b-8923-f0a015bb02c1,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,2024-05-20 00:00:00+00,21,2025,8,2025-08-28 15:06:57.367351+00
00ce19fd-f998-484f-8689-7888d06539fb,20a53315-0f65-445e-a2ec-c975192489ab,d22c96f8-d4c3-42d3-9368-925fec3016c9,2024-04-08 00:00:00+00,15,2025,8,2025-08-28 15:06:57.367351+00
00e1caed-6a56-44c9-87a6-0cc92869f4ce,d22c96f8-d4c3-42d3-9368-925fec3016c9,e13ea3af-2bd8-403b-bbf9-ebd38f780f81,2024-10-07 00:00:00+00,41,2025,8,2025-08-28 15:06:57.367351+00
013dd2ca-6d4b-45b3-a5a3-61a7b8354703,de74222e-285a-4629-a2a0-2ad9e65f78a2,de74222e-285a-4629-a2a0-2ad9e65f78a2,2025-07-28 00:00:00+00,31,2025,8,2025-08-28 15:15:06.140053+00
0154ef2d-4db3-4049-b78e-6a5ab4d04a0f,b2023247-4516-4641-9d9d-641dcc9ca452,20a53315-0f65-445e-a2ec-c975192489ab,2024-06-17 00:00:00+00,25,2025,8,2025-08-28 15:06:57.367351+00
015e21ec-3a77-412d-aa4e-94fb01999a8f,b2023247-4516-4641-9d9d-641dcc9ca452,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,2024-05-13 00:00:00+00,20,2025,8,2025-08-28 15:06:57.367351+00
0167bfc5-6658-4a94-b845-2e10fad6059e,e13ea3af-2bd8-403b-bbf9-ebd38f780f81,20a53315-0f65-445e-a2ec-c975192489ab,2025-04-28 00:00:00+00,18,2025,8,2025-08-28 15:15:06.140053+00
0293337e-49c2-4ac6-8f6d-93a23890be82,c3fc4be4-64e9-4a87-a828-1721cd5aa008,20a53315-0f65-445e-a2ec-c975192489ab,2025-06-16 00:00:00+00,25,2025,8,2025-08-28 15:15:06.140053+00
02a1998e-7369-4bd9-a59f-d03d64b7e4f8,1fb1f39a-ef03-4cc0-aa7c-ff6d1d214250,3eea9883-b781-464b-8923-f0a015bb02c1,2024-08-05 00:00:00+00,32,2025,8,2025-08-28 15:06:57.367351+00
02e94e4f-b9a9-4e55-8375-418b5172d448,651dad5e-7cbd-4954-b62a-155b5858903f,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2025-03-03 00:00:00+00,10,2025,8,2025-08-28 15:15:06.140053+00
02ea8c47-451e-4a15-a0d8-900baeaf7e4a,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,2025-05-19 00:00:00+00,21,2025,8,2025-08-28 15:15:06.140053+00
036646cf-3285-4aa7-8b74-34ec64a32518,e13ea3af-2bd8-403b-bbf9-ebd38f780f81,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,2025-01-20 00:00:00+00,4,2025,8,2025-08-28 15:15:06.140053+00
03b3d586-185a-4449-abac-38cc3c26022f,c3fc4be4-64e9-4a87-a828-1721cd5aa008,651dad5e-7cbd-4954-b62a-155b5858903f,2024-10-07 00:00:00+00,41,2025,8,2025-08-28 15:06:57.367351+00
03e0ed8d-466d-47c4-87e2-1c4ef0d5e4f3,c3fc4be4-64e9-4a87-a828-1721cd5aa008,d22c96f8-d4c3-42d3-9368-925fec3016c9,2024-04-08 00:00:00+00,15,2025,8,2025-08-28 15:06:57.367351+00
04a1db12-747a-4e96-a5c1-c81c4bc817ba,b977a872-cdb3-4a04-badb-91042681b7fd,3eea9883-b781-464b-8923-f0a015bb02c1,2024-11-04 00:00:00+00,45,2025,8,2025-08-28 15:06:57.367351+00
04b22ce3-2f28-483c-82f2-72a6a1004e00,929c2a1c-5395-4d65-8457-62ddc08ae3e7,a4142510-818a-451e-aa40-19f5a26314a8,2024-06-03 00:00:00+00,23,2025,8,2025-08-28 15:06:57.367351+00
04ca2144-459e-4ed6-96e0-de452538e0a8,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,c3fc4be4-64e9-4a87-a828-1721cd5aa008,2024-01-15 00:00:00+00,3,2025,8,2025-08-28 15:06:57.367351+00
04ff0610-fdaf-4643-ba98-c13c70946084,aa672f22-7c0c-416a-8b6f-39bc778ebcea,d22c96f8-d4c3-42d3-9368-925fec3016c9,2024-04-08 00:00:00+00,15,2025,8,2025-08-28 15:06:57.367351+00
05050718-dee3-4a86-bc7e-9b619d9c0252,c3fc4be4-64e9-4a87-a828-1721cd5aa008,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2025-07-14 00:00:00+00,29,2025,8,2025-08-28 15:15:06.140053+00
05898c88-09c0-430f-9742-3a6f86aefc1d,a4142510-818a-451e-aa40-19f5a26314a8,d22c96f8-d4c3-42d3-9368-925fec3016c9,2025-02-03 00:00:00+00,6,2025,8,2025-08-28 15:15:06.140053+00
05978ace-3f9e-4749-ab95-afee189a9ff5,aa672f22-7c0c-416a-8b6f-39bc778ebcea,b977a872-cdb3-4a04-badb-91042681b7fd,2024-12-23 00:00:00+00,52,2025,8,2025-08-28 15:06:57.367351+00
05a70c7a-834d-485c-a428-558fe8395fb1,b977a872-cdb3-4a04-badb-91042681b7fd,d6603b43-2fe2-4ce6-9117-60b50364f995,2024-11-25 00:00:00+00,48,2025,8,2025-08-28 15:06:57.367351+00
06269376-7cdc-4e89-99f5-4f94d969f357,b2023247-4516-4641-9d9d-641dcc9ca452,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2024-11-11 00:00:00+00,46,2025,8,2025-08-28 15:06:57.367351+00
062a0b42-15c8-437a-892d-0e4c07c5b056,b2023247-4516-4641-9d9d-641dcc9ca452,a4142510-818a-451e-aa40-19f5a26314a8,2025-07-07 00:00:00+00,28,2025,8,2025-08-28 15:15:06.140053+00
065acfae-9d33-470d-8e18-de5fe9564d1b,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,d6603b43-2fe2-4ce6-9117-60b50364f995,2024-10-28 00:00:00+00,44,2025,8,2025-08-28 15:06:57.367351+00
06654cde-b861-4a9b-93a4-4e4ecb768c4a,929c2a1c-5395-4d65-8457-62ddc08ae3e7,a4142510-818a-451e-aa40-19f5a26314a8,2024-02-12 00:00:00+00,7,2025,8,2025-08-28 15:06:57.367351+00
06678622-1f04-43b3-911b-550fc73e727f,c3fc4be4-64e9-4a87-a828-1721cd5aa008,de74222e-285a-4629-a2a0-2ad9e65f78a2,2024-05-27 00:00:00+00,22,2025,8,2025-08-28 15:06:57.367351+00
06763c93-b0e9-43c1-89ea-cdc2b7e5e9ee,3eea9883-b781-464b-8923-f0a015bb02c1,20a53315-0f65-445e-a2ec-c975192489ab,2024-12-23 00:00:00+00,52,2025,8,2025-08-28 15:06:57.367351+00
069425d5-dfe8-4f80-983a-53812db44158,aa672f22-7c0c-416a-8b6f-39bc778ebcea,e13ea3af-2bd8-403b-bbf9-ebd38f780f81,2024-05-06 00:00:00+00,19,2025,8,2025-08-28 15:06:57.367351+00
06f94b95-a064-459e-b65f-e3db2405b077,c3fc4be4-64e9-4a87-a828-1721cd5aa008,20a53315-0f65-445e-a2ec-c975192489ab,2024-11-11 00:00:00+00,46,2025,8,2025-08-28 15:06:57.367351+00
06fc54b1-7529-4988-882d-9d76b8e20bf1,b977a872-cdb3-4a04-badb-91042681b7fd,20a53315-0f65-445e-a2ec-c975192489ab,2025-02-24 00:00:00+00,9,2025,8,2025-08-28 15:15:06.140053+00
075ec9d2-585d-4f76-bf79-7f18661a2843,c3fc4be4-64e9-4a87-a828-1721cd5aa008,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,2025-07-28 00:00:00+00,31,2025,8,2025-08-28 15:15:06.140053+00
07970a52-a736-4b58-b522-7fe9f9c6bdc4,de74222e-285a-4629-a2a0-2ad9e65f78a2,3eea9883-b781-464b-8923-f0a015bb02c1,2025-04-07 00:00:00+00,15,2025,8,2025-08-28 15:15:06.140053+00
07a50fda-5a74-4481-9331-8e9acbc20589,d6603b43-2fe2-4ce6-9117-60b50364f995,929c2a1c-5395-4d65-8457-62ddc08ae3e7,2024-06-24 00:00:00+00,26,2025,8,2025-08-28 15:06:57.367351+00
07f27b84-c290-44f1-90bb-5635b7329e75,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,d22c96f8-d4c3-42d3-9368-925fec3016c9,2025-06-09 00:00:00+00,24,2025,8,2025-08-28 15:15:06.140053+00
08110cb8-722f-415e-bd07-4eb23e2f9ed0,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,20a53315-0f65-445e-a2ec-c975192489ab,2025-04-21 00:00:00+00,17,2025,8,2025-08-28 15:15:06.140053+00
084f1a55-ee8b-46d1-8023-6bec0555f615,d22c96f8-d4c3-42d3-9368-925fec3016c9,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2024-01-15 00:00:00+00,3,2025,8,2025-08-28 15:06:57.367351+00
089556da-8da9-4661-8f58-13943ee26126,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,20a53315-0f65-445e-a2ec-c975192489ab,2025-03-24 00:00:00+00,13,2025,8,2025-08-28 15:15:06.140053+00
08b44b13-4863-4fc2-88d8-a2299fc8495e,d22c96f8-d4c3-42d3-9368-925fec3016c9,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,2024-04-15 00:00:00+00,16,2025,8,2025-08-28 15:06:57.367351+00
08e20499-c589-4486-b428-263d9727b5aa,929c2a1c-5395-4d65-8457-62ddc08ae3e7,b2023247-4516-4641-9d9d-641dcc9ca452,2024-07-22 00:00:00+00,30,2025,8,2025-08-28 15:06:57.367351+00
091be7a7-7934-4ede-a8f5-11af4378e29c,d6603b43-2fe2-4ce6-9117-60b50364f995,d22c96f8-d4c3-42d3-9368-925fec3016c9,2025-04-21 00:00:00+00,17,2025,8,2025-08-28 15:15:06.140053+00
0a000421-e5fa-4293-a9cc-362a1dd226e9,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,20a53315-0f65-445e-a2ec-c975192489ab,2024-02-26 00:00:00+00,9,2025,8,2025-08-28 15:06:57.367351+00
0a1f6902-915a-48a8-bb55-1a640e9f71a4,d22c96f8-d4c3-42d3-9368-925fec3016c9,aa672f22-7c0c-416a-8b6f-39bc778ebcea,2024-09-09 00:00:00+00,37,2025,8,2025-08-28 15:06:57.367351+00
0a243039-37a9-4ffb-963c-779f9b0f2383,b2023247-4516-4641-9d9d-641dcc9ca452,c3fc4be4-64e9-4a87-a828-1721cd5aa008,2024-12-02 00:00:00+00,49,2025,8,2025-08-28 15:06:57.367351+00
0a6e61d3-7738-4abe-8294-6a96723e586e,aa672f22-7c0c-416a-8b6f-39bc778ebcea,e13ea3af-2bd8-403b-bbf9-ebd38f780f81,2024-12-02 00:00:00+00,49,2025,8,2025-08-28 15:06:57.367351+00
0a9964fe-eec5-431f-800e-49566c3a46e7,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,2025-02-17 00:00:00+00,8,2025,8,2025-08-28 15:15:06.140053+00
0ae69895-10a8-4dd2-a869-8c19b3c48e77,a4142510-818a-451e-aa40-19f5a26314a8,d6603b43-2fe2-4ce6-9117-60b50364f995,2024-12-23 00:00:00+00,52,2025,8,2025-08-28 15:06:57.367351+00
0bac268e-5fca-4c86-98c2-53dadd78f2db,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,d22c96f8-d4c3-42d3-9368-925fec3016c9,2024-08-12 00:00:00+00,33,2025,8,2025-08-28 15:06:57.367351+00
0be3dfc1-a2c3-4704-94ba-49cc30bf870c,d6603b43-2fe2-4ce6-9117-60b50364f995,a4142510-818a-451e-aa40-19f5a26314a8,2024-09-02 00:00:00+00,36,2025,8,2025-08-28 15:06:57.367351+00
0c0802a6-6ef2-431a-bdc3-f4549acaa5a5,1fb1f39a-ef03-4cc0-aa7c-ff6d1d214250,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,2024-05-20 00:00:00+00,21,2025,8,2025-08-28 15:06:57.367351+00
0c227585-acab-4d3d-a596-96659dbc2ef1,3eea9883-b781-464b-8923-f0a015bb02c1,1fb1f39a-ef03-4cc0-aa7c-ff6d1d214250,2024-10-07 00:00:00+00,41,2025,8,2025-08-28 15:06:57.367351+00
0c2f5eb8-afd1-4542-a195-6313d4ee96fb,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,d6603b43-2fe2-4ce6-9117-60b50364f995,2025-04-28 00:00:00+00,18,2025,8,2025-08-28 15:15:06.140053+00
0c30c0be-761a-4dd0-a6f9-31656223c3e4,3eea9883-b781-464b-8923-f0a015bb02c1,1fb1f39a-ef03-4cc0-aa7c-ff6d1d214250,2025-02-03 00:00:00+00,6,2025,8,2025-08-28 15:15:06.140053+00
0c4e30b3-f164-409a-9bfb-91db9af13369,929c2a1c-5395-4d65-8457-62ddc08ae3e7,d22c96f8-d4c3-42d3-9368-925fec3016c9,2024-08-05 00:00:00+00,32,2025,8,2025-08-28 15:06:57.367351+00
0c7e0c91-5b17-481d-8e10-81ea798150ab,d6603b43-2fe2-4ce6-9117-60b50364f995,929c2a1c-5395-4d65-8457-62ddc08ae3e7,2025-06-23 00:00:00+00,26,2025,8,2025-08-28 15:15:06.140053+00
0ca9ca3e-78ca-4415-8f1c-8cb59ac9e93c,a4142510-818a-451e-aa40-19f5a26314a8,d6603b43-2fe2-4ce6-9117-60b50364f995,2024-12-09 00:00:00+00,50,2025,8,2025-08-28 15:06:57.367351+00
0d3d1efc-2442-4a37-924c-73ece6e3f420,651dad5e-7cbd-4954-b62a-155b5858903f,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2024-08-19 00:00:00+00,34,2025,8,2025-08-28 15:06:57.367351+00
0d5d356e-a2ea-488d-99f7-8d2317878da7,651dad5e-7cbd-4954-b62a-155b5858903f,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,2024-05-27 00:00:00+00,22,2025,8,2025-08-28 15:06:57.367351+00
0d84ae68-4c06-4922-abb3-7208102f92b9,20a53315-0f65-445e-a2ec-c975192489ab,b2023247-4516-4641-9d9d-641dcc9ca452,2024-03-04 00:00:00+00,10,2025,8,2025-08-28 15:06:57.367351+00
0d86fcc4-4331-49c3-a854-c52b24eff470,3eea9883-b781-464b-8923-f0a015bb02c1,d22c96f8-d4c3-42d3-9368-925fec3016c9,2024-04-08 00:00:00+00,15,2025,8,2025-08-28 15:06:57.367351+00
0dc1adae-d273-4dec-a8c4-9f8da7372e5e,de74222e-285a-4629-a2a0-2ad9e65f78a2,de74222e-285a-4629-a2a0-2ad9e65f78a2,2024-01-15 00:00:00+00,3,2025,8,2025-08-28 15:06:57.367351+00
0dcee615-e0ec-4d3a-bb46-3d76ca77a905,d22c96f8-d4c3-42d3-9368-925fec3016c9,aa672f22-7c0c-416a-8b6f-39bc778ebcea,2025-06-09 00:00:00+00,24,2025,8,2025-08-28 15:15:06.140053+00
0e8f9c06-8e22-4c97-a196-3fc4690afffe,1fb1f39a-ef03-4cc0-aa7c-ff6d1d214250,20a53315-0f65-445e-a2ec-c975192489ab,2024-05-27 00:00:00+00,22,2025,8,2025-08-28 15:06:57.367351+00
0e9c41ee-69be-4c32-8701-806bf0c3b324,d6603b43-2fe2-4ce6-9117-60b50364f995,651dad5e-7cbd-4954-b62a-155b5858903f,2024-04-08 00:00:00+00,15,2025,8,2025-08-28 15:06:57.367351+00
0ef49aa0-bcf4-44d4-801a-62a1d864ad33,e13ea3af-2bd8-403b-bbf9-ebd38f780f81,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2024-06-10 00:00:00+00,24,2025,8,2025-08-28 15:06:57.367351+00
0f0545c4-005d-405a-ae66-aa141a66439c,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,a4142510-818a-451e-aa40-19f5a26314a8,2025-03-03 00:00:00+00,10,2025,8,2025-08-28 15:15:06.140053+00
0f2333c1-6b09-47c7-b506-8104e83a0ee6,1fb1f39a-ef03-4cc0-aa7c-ff6d1d214250,b977a872-cdb3-4a04-badb-91042681b7fd,2024-11-25 00:00:00+00,48,2025,8,2025-08-28 15:06:57.367351+00
0f4ef944-07f8-41cb-8d6a-171bbf5334c6,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,20a53315-0f65-445e-a2ec-c975192489ab,2024-10-28 00:00:00+00,44,2025,8,2025-08-28 15:06:57.367351+00
0ff15124-56a6-4bda-b278-16783a289eb5,c3fc4be4-64e9-4a87-a828-1721cd5aa008,a4142510-818a-451e-aa40-19f5a26314a8,2025-05-05 00:00:00+00,19,2025,8,2025-08-28 15:15:06.140053+00
0fff4930-ef2f-4d08-93c5-bca99ce50b1b,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,d6603b43-2fe2-4ce6-9117-60b50364f995,2024-03-25 00:00:00+00,13,2025,8,2025-08-28 15:06:57.367351+00
1067d246-c04b-41c2-bc16-2eb13e3dad36,c3fc4be4-64e9-4a87-a828-1721cd5aa008,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,2024-10-21 00:00:00+00,43,2025,8,2025-08-28 15:06:57.367351+00
10856bd5-8ad9-4962-ae54-e6839d7d15ff,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,2025-08-31 10:31:07.296673+00,35,2025,8,2025-08-31 10:31:07.296673+00
10a5d4f3-3a38-4d89-a1fb-b4bbc8b2bc14,e13ea3af-2bd8-403b-bbf9-ebd38f780f81,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,2024-09-16 00:00:00+00,38,2025,8,2025-08-28 15:06:57.367351+00
10d12a6e-9a3f-4134-840b-08469d1cff4e,b2023247-4516-4641-9d9d-641dcc9ca452,c3fc4be4-64e9-4a87-a828-1721cd5aa008,2024-03-18 00:00:00+00,12,2025,8,2025-08-28 15:06:57.367351+00
10fef003-99f1-463a-af59-0fbf21e4799b,651dad5e-7cbd-4954-b62a-155b5858903f,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2024-07-15 00:00:00+00,29,2025,8,2025-08-28 15:06:57.367351+00
10ff65c4-908e-47f3-98be-998db08f5609,1fb1f39a-ef03-4cc0-aa7c-ff6d1d214250,b977a872-cdb3-4a04-badb-91042681b7fd,2024-08-26 00:00:00+00,35,2025,8,2025-08-28 15:06:57.367351+00
117a3b19-daf4-45c1-b540-0d68b8491cd1,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,2024-10-07 00:00:00+00,41,2025,8,2025-08-28 15:06:57.367351+00
11924804-75ce-4781-b024-d1630d0d3384,de74222e-285a-4629-a2a0-2ad9e65f78a2,a4142510-818a-451e-aa40-19f5a26314a8,2025-04-14 00:00:00+00,16,2025,8,2025-08-28 15:15:06.140053+00
123991a8-a4a2-46c1-a39e-b784814681d1,d22c96f8-d4c3-42d3-9368-925fec3016c9,aa672f22-7c0c-416a-8b6f-39bc778ebcea,2024-10-21 00:00:00+00,43,2025,8,2025-08-28 15:06:57.367351+00
127b758a-4466-40dc-9aca-7c315e8470df,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2025-03-10 00:00:00+00,11,2025,8,2025-08-28 15:15:06.140053+00
127c3176-dea3-4369-81f2-ff77064ac5ff,b2023247-4516-4641-9d9d-641dcc9ca452,d22c96f8-d4c3-42d3-9368-925fec3016c9,2025-01-06 00:00:00+00,2,2025,8,2025-08-28 15:15:06.140053+00
1294d63e-73c6-45e2-845a-82d58c7bd4a3,d6603b43-2fe2-4ce6-9117-60b50364f995,3eea9883-b781-464b-8923-f0a015bb02c1,2025-04-07 00:00:00+00,15,2025,8,2025-08-28 15:15:06.140053+00
12c70a51-5736-4766-a958-0318783e677b,aa672f22-7c0c-416a-8b6f-39bc778ebcea,e13ea3af-2bd8-403b-bbf9-ebd38f780f81,2025-03-03 00:00:00+00,10,2025,8,2025-08-28 15:15:06.140053+00
12cbfa52-a443-4a3b-8cee-a7c6814be9cf,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,c3fc4be4-64e9-4a87-a828-1721cd5aa008,2024-04-08 00:00:00+00,15,2025,8,2025-08-28 15:06:57.367351+00
12d50cf7-b632-4e4b-b830-25761b6ad90c,de74222e-285a-4629-a2a0-2ad9e65f78a2,de74222e-285a-4629-a2a0-2ad9e65f78a2,2024-03-11 00:00:00+00,11,2025,8,2025-08-28 15:06:57.367351+00
12d51445-aa07-45a9-9cf9-4abffcd38be5,aa672f22-7c0c-416a-8b6f-39bc778ebcea,d6603b43-2fe2-4ce6-9117-60b50364f995,2024-05-20 00:00:00+00,21,2025,8,2025-08-28 15:06:57.367351+00
12dc78f8-ca50-4f74-927a-9484727578e4,de74222e-285a-4629-a2a0-2ad9e65f78a2,de74222e-285a-4629-a2a0-2ad9e65f78a2,2024-01-22 00:00:00+00,4,2025,8,2025-08-28 15:06:57.367351+00
13460501-3a44-49c8-acd3-cb89c588ec80,d22c96f8-d4c3-42d3-9368-925fec3016c9,929c2a1c-5395-4d65-8457-62ddc08ae3e7,2024-09-23 00:00:00+00,39,2025,8,2025-08-28 15:06:57.367351+00
13651927-a2b1-4585-882f-fd11dfd0fd3d,651dad5e-7cbd-4954-b62a-155b5858903f,d6603b43-2fe2-4ce6-9117-60b50364f995,2024-03-25 00:00:00+00,13,2025,8,2025-08-28 15:06:57.367351+00
1382b999-bf31-4a70-82eb-94dedabd8b79,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,b2023247-4516-4641-9d9d-641dcc9ca452,2024-10-14 00:00:00+00,42,2025,8,2025-08-28 15:06:57.367351+00
139b5cf5-54b8-4741-8fdd-6bed46850498,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,d22c96f8-d4c3-42d3-9368-925fec3016c9,2025-04-14 00:00:00+00,16,2025,8,2025-08-28 15:15:06.140053+00
13e749cb-e4ec-48a4-adb5-c6e7f079a21c,c3fc4be4-64e9-4a87-a828-1721cd5aa008,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2025-01-20 00:00:00+00,4,2025,8,2025-08-28 15:15:06.140053+00
141723c4-adeb-4cf5-bc73-603737a1847e,c3fc4be4-64e9-4a87-a828-1721cd5aa008,a4142510-818a-451e-aa40-19f5a26314a8,2025-03-03 00:00:00+00,10,2025,8,2025-08-28 15:15:06.140053+00
143a54c0-6f85-417c-a146-613a9479d7f7,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,d22c96f8-d4c3-42d3-9368-925fec3016c9,2024-04-01 00:00:00+00,14,2025,8,2025-08-28 15:06:57.367351+00
1459ce46-7a8e-44f8-87ce-c51234e88560,651dad5e-7cbd-4954-b62a-155b5858903f,b2023247-4516-4641-9d9d-641dcc9ca452,2024-03-04 00:00:00+00,10,2025,8,2025-08-28 15:06:57.367351+00
145caa2e-f199-43a7-8674-ba6191db8492,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,c3fc4be4-64e9-4a87-a828-1721cd5aa008,2025-01-20 00:00:00+00,4,2025,8,2025-08-28 15:15:06.140053+00
14629d82-12f6-4aec-82c0-2b97f67443db,c3fc4be4-64e9-4a87-a828-1721cd5aa008,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,2024-09-09 00:00:00+00,37,2025,8,2025-08-28 15:06:57.367351+00